body,title,url
"En varias ciudades de Estados Unidos se vio algo impensado hace dos meses, cuando se iniciaron las medidas de aislamiento del coronavirus. Las playas y otros sitios turísticos estuvieron colmados de personas que aprovecharon el fin de semana feriado para salir de sus hogares. Esto después de que se relajaran las medidas de confinamiento en algunos estados.","
                        Estadounidenses abarrotan playas y parques incumpliendo distanciamiento
                    ",https://www.semana.com/mundo/articulo/estadounidenses-abarrotan-playas-y-parques-incumpliendo-distanciamiento/673755
Expertos de la Sociedad Española de Sanidad Ambiental y la Sociedad Española de Salud Pública y Administración Sanitaria analizaron qué posibilidades hay de que la covid-19 se reproduzca en los sistemas de aire acondicionado.,"
                        ¿Coronavirus se reproduce en el aire acondicionado? Esto respondieron expertos
                    ",https://www.semana.com/vida-moderna/articulo/el-coronavirus-se-puede-reproducir-y-extender-en-el-aire-acondicionado/673788
"Algo que ha caracterizado a Amarilo, una de las constructoras más grandes del país, es su interés por el desarrollo de proyectos de vivienda que no se limitan a la innovación de los espacios donde vivirán las familias sino su constante obsesión por impactar urbanísticamente al sector intervenido. Esto es, que sus propuestas arquitectónicas están pensadas para el futuro, de tal manera que las personas tengan al alcance de su mano servicios vitales y comerciales, además de ofertas de entretenimiento para vivir momentos inolvidables junto a su familia. Cantabria no es la excepción.","
                        Una ubicación ideal para vivir en Bogotá
                    ",https://www.semana.com/hablan-las-marcas/articulo/una-ubicacion-ideal-para-vivir-en-bogota/672441
"El aeropuerto internacional de Carrasco cambió aviones por películas; a falta de vuelos debido a las restricciones por la pandemia de coronavirus, el estacionamiento de la terminal se convirtió este fin de semana en uno de los primeros autocines de Uruguay.","
                        A falta de vuelos, aeropuerto de Montevideo se convirtió en autocine
                    ",https://www.semana.com/mundo/articulo/autocine-en-aeropuerto-de-montevideo-uruguay/673710
"Desayunar en El Tony después de una noche de rumba es toda una tradición en Bucaramanga. La pandemia obligó a este restaurante de comida típica santandereana a cerrar sus puertas al público, después de décadas de mantenerlas abiertas las 24 horas, los 365 días de la semana, tal como lo ideó en 1965 Jesús Plata Flórez, su fundador. SEMANA habló con Carlos Contreras, la tercera generación a cargo del restaurante, quien contó cómo están sorteando la situación.","
                        ""En 50 años, El Tony nunca había cerrado, abría las 24 horas""
                    ",https://www.semana.com/economia/articulo/restaurante-el-tony-en-medio-de-la-crisis-por-el-coronavirus-en-bucaramanga/671162
"En el informe del Ministerio de Salud de este domingo 24 de mayo se informaron 998 casos nuevos de coronavirus, con lo que se llega a un total de 21.175. El día anterior se habían reportado más de mil casos por primera vez y este domingo casi se repite la cifra.","
                        Coronavirus en Colombia: casi mil casos nuevos por segundo día consecutivo
                    ",https://www.semana.com/vida-moderna/articulo/coronavirus-en-colombia-24-de-mayo-998-casos-y-22-muertes-nuevas/673744
"Una de las consecuencias de la pandemia ha sido la suspensión de las ligas de fútbol en todo el mundo, y Colombia no ha sido la excepción. Si bien alrededor del mundo muchas competencias ya han anunciado su regreso, en el país esto es incierto y parece lejano, teniendo en cuenta que el Gobierno quiere asegurarse de que se haga con condiciones seguras para los implicados.","
                        Portazo de MinDeporte a Dimayor: no se reunirán más con ellos
                    ",https://www.semana.com/deportes/articulo/portazo-de-mindeporte-a-dimayor-no-se-reuniran-mas-con-ellos/673805
"La alcaldesa Claudia López aseguró que 350.000 familias de la capital del país entrarán a su plan de reactivación social y económica, el cual se centra en entregar un ingreso básico garantizado para aquellas que están en riesgo de caer en pobreza o sus ingresos corren peligro en los próximos 3 años.","
                        Claudia López anuncia apoyo económico a 350 mil familias de Bogotá
                    ",https://www.semana.com/nacion/articulo/claudia-lopez-anuncio-apoyo-economico-garantizado-a-350-mil-familias-bogotanas/673776
Durante el balance que hizo el presidente Iván Duque sobre la pandemia del coronavirus en Colombia se anunciaron nuevas medidas en torno a la reapertura de centros comerciales.,"
                        Centros comerciales en Colombia volverán a operar bajo ciertas restricciones
                    ",https://www.semana.com/economia/articulo/centros-comerciales-reabriran-sus-puertas-con-restricciones-por-coronavirus/673785
"Si bien el confinamiento para frenar la pandemia de covid-19 redujo muchos de los delitos que se cometen en las calles de las ciudades, disparó los pedidos de auxilio de víctimas de violencia doméstica, obligadas a convivir con su agresor. Desde la ONU hasta el papa Francisco han reclamado atender el drama de las mujeres en medio de medidas excepcionales como la restricción de circulación, la economía paralizada y las limitaciones para acceder a la justicia.","
                        Violencia contra mujeres en cuarentena: capturados 15 hombres en Bogotá
                    ",https://www.semana.com/nacion/articulo/violencia-contra-mujeres-en-cuarentena-capturados-15-hombres-en-bogota/673809
"Rodrigo Tovar Pupo, alias Jorge 40, no es un ilegal paramilitar. Tampoco es un narcotraficante confeso. Son acusaciones sin fundamento hechas por autoridades colombianas y estadounidenses. Lo dice su hijo Jorge Rodrigo Tovar, hoy recién designado director del equipo de víctimas del Ministerio del Interior. En tuit de julio de 2017, dijo: “Mi papá, prisionero político en Estados Unidos, lleva 9 años preso en ese país y no le han mostrado una sola prueba en su contra”. ",,https://www.semana.com/opinion/articulo/la-incomoda-verdad-de-jorge-40-por-alfonso-cuellar/673504
"En una entrevista en Noticias RCN, el fiscal General de la Nación, Francisco Barbosa, señaló que en una de las grabaciones correspondientes a la llamada ‘Ñeñepolítica’, José Guillermo Hernández se refiere a una supuesta financiación a la campaña presidencial de Gustavo Petro en La Guajira.","
                        Fiscal Barbosa revela que Gustavo Petro será investigado por la 'ñeñepolítica'
                    ",https://www.semana.com/nacion/articulo/fiscal-barbosa-dice-que-gustavo-petro-sera-investigado-por-la-nenepolitica/673822
"La Secretaría Distrital de Movilidad de Bogotá informó que desde este lunes (festivo) 25 de mayo se reactivan las cámaras salvavidas, las cuales cuentan con aprobación del Ministerio de Transporte para imponer los comparendos a quienes excedan los límites de velocidad.","
                        Desde este lunes se reactivan comparendos por exceder 50 km/h en Bogotá
                    ",https://www.semana.com/nacion/articulo/comparendos-en-bogota-por-exceso-de-velocidad/673782
"El presidente de Venezuela, Nicolás Maduro, celebró este domingo la llegada a aguas del país del primero de cinco buques enviados por Irán con combustible, advirtiendo que no se va a ""arrodillar"" ante Estados Unidos, que rechaza los vínculos entre Caracas y Teherán.","
                        Venezuela no se arrodillará ante EE. UU.:  Maduro tras llegada de buque iraní
                    ",https://www.semana.com/mundo/articulo/comienzan-a-llegar-a-venezuela-cinco-barcos-enviados-por-iran/673767
"El presidente de la República, Iván Duque Márquez, y la ministra de Educación, María Victoria Angulo, explicaron la forma en que comenzará el regreso a clases presenciales de estudiantes de colegios y universidades en agosto, a la vez que hicieron algunas precisiones sobre el calendario escolar.","
                        ""No es cierto que se vayan a unir calendarios A y B"": MinEducación
                    ",https://www.semana.com/educacion/articulo/ministra-desmiente-que-se-vayan-a-unir-los-calendarios-a-y-b-por-la-pandemia/673694
